Machine,Workflow,TaskName,Estimator,Feature,SizeInput,Predicted,Real,Deviation
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,2.5705994498E10,1941360.9653077754,2450757.0,0.207852526665118
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,1.4754556884E10,1114347.0385176886,1188392.0,0.06230684949268538
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,1.9132169434E10,1444928.8920191,1253146.0,0.15304113967494612
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,1.9100037384E10,1442502.392980073,1269727.0,0.13607286682891134
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,1.907531498E10,1440635.4442622564,1242732.0,0.15924869099874822
asok02,EAGER-0,adapter_removal,Perfect,Realtime,8.330435694E9,787952.0,787952.0,0.0
asok02,EAGER-0,adapter_removal,Perfect,Realtime,2.5705994498E10,2450757.0,2450757.0,0.0
asok02,EAGER-0,adapter_removal,Perfect,Realtime,1.4754556884E10,1188392.0,1188392.0,0.0
asok02,EAGER-0,adapter_removal,Perfect,Realtime,1.9132169434E10,1253146.0,1253146.0,0.0
asok02,EAGER-0,adapter_removal,Perfect,Realtime,1.9100037384E10,1269727.0,1269727.0,0.0
asok02,EAGER-0,adapter_removal,Perfect,Realtime,1.907531498E10,1242732.0,1242732.0,0.0
asok02,EAGER-0,preseq,Lotaru-G,Realtime,8.330435694E9,22611.050476513785,19982.0,0.13157093766959188
asok02,EAGER-0,preseq,Lotaru-G,Realtime,2.5705994498E10,62446.03604505643,58981.0,0.05874834345054226
asok02,EAGER-0,preseq,Lotaru-G,Realtime,1.9100037384E10,40191.575612522196,36212.0,0.1098965981586821
asok02,EAGER-0,preseq,Lotaru-G,Realtime,1.907531498E10,40197.0287633446,36892.0,0.08958659772700311
asok02,EAGER-0,preseq,Lotaru-G,Realtime,1.9132169434E10,40257.976557564936,36763.0,0.09506777351045716
asok02,EAGER-0,preseq,Lotaru-G,Realtime,1.4754556884E10,37510.002266189156,34287.0,0.09400070773731024
asok02,EAGER-0,preseq,OnlineP,Realtime,8.330435694E9,14220.25557592858,19982.0,0.2883467332635081
asok02,EAGER-0,preseq,OnlineP,Realtime,2.5705994498E10,39094.789265011,58981.0,0.3371629971514386
asok02,EAGER-0,preseq,OnlineP,Realtime,1.9100037384E10,25198.22779120244,36212.0,0.30414702885224676
asok02,EAGER-0,preseq,OnlineP,Realtime,1.907531498E10,25201.632953319022,36892.0,0.31688081553401765
asok02,EAGER-0,preseq,OnlineP,Realtime,1.9132169434E10,25239.691156154615,36763.0,0.31344854456506227
asok02,EAGER-0,preseq,OnlineP,Realtime,1.4754556884E10,23523.747793506802,34287.0,0.3139164174903957
asok02,EAGER-0,preseq,OnlineM,Realtime,8.330435694E9,14220.25557592858,19982.0,0.2883467332635081
asok02,EAGER-0,preseq,OnlineM,Realtime,2.5705994498E10,39094.789265011,58981.0,0.3371629971514386
asok02,EAGER-0,preseq,OnlineM,Realtime,1.9100037384E10,25198.22779120244,36212.0,0.30414702885224676
asok02,EAGER-0,preseq,OnlineM,Realtime,1.907531498E10,25201.632953319022,36892.0,0.31688081553401765
asok02,EAGER-0,preseq,OnlineM,Realtime,1.9132169434E10,25239.691156154615,36763.0,0.31344854456506227
asok02,EAGER-0,preseq,OnlineM,Realtime,1.4754556884E10,23523.747793506802,34287.0,0.3139164174903957
asok02,EAGER-0,preseq,Naive,Realtime,8.330435694E9,14012.243308592344,19982.0,0.2987567156144358
asok02,EAGER-0,preseq,Naive,Realtime,2.5705994498E10,38522.91517226874,58981.0,0.3468589007940059
asok02,EAGER-0,preseq,Naive,Realtime,1.9100037384E10,24829.631005602074,36212.0,0.3143258862917797
asok02,EAGER-0,preseq,Naive,Realtime,1.907531498E10,24832.986357397825,36892.0,0.3268734046026828
asok02,EAGER-0,preseq,Naive,Realtime,1.9132169434E10,24870.487849208057,36763.0,0.32349134049974004
asok02,EAGER-0,preseq,Naive,Realtime,1.4754556884E10,23179.645109230427,34287.0,0.3239523694335921
asok02,EAGER-0,preseq,Lotaru-A,Realtime,8.330435694E9,31662.368461696664,19982.0,0.5845445131466652
asok02,EAGER-0,preseq,Lotaru-A,Realtime,2.5705994498E10,87443.50043730543,58981.0,0.4825706657619475
asok02,EAGER-0,preseq,Lotaru-A,Realtime,1.9100037384E10,56280.466819603746,36212.0,0.5541938257926584
asok02,EAGER-0,preseq,Lotaru-A,Realtime,1.907531498E10,56288.10289430958,36892.0,0.5257536293589282
asok02,EAGER-0,preseq,Lotaru-A,Realtime,1.9132169434E10,56373.44839913416,36763.0,0.533428947559616
asok02,EAGER-0,preseq,Lotaru-A,Realtime,1.4754556884E10,52525.446085965,34287.0,0.5319347299549392
asok02,EAGER-0,preseq,Perfect,Realtime,8.330435694E9,19982.0,19982.0,0.0
asok02,EAGER-0,preseq,Perfect,Realtime,2.5705994498E10,58981.0,58981.0,0.0
asok02,EAGER-0,preseq,Perfect,Realtime,1.9100037384E10,36212.0,36212.0,0.0
asok02,EAGER-0,preseq,Perfect,Realtime,1.907531498E10,36892.0,36892.0,0.0
asok02,EAGER-0,preseq,Perfect,Realtime,1.9132169434E10,36763.0,36763.0,0.0
asok02,EAGER-0,preseq,Perfect,Realtime,1.4754556884E10,34287.0,34287.0,0.0
asok02,EAGER-0,bwa,Lotaru-G,Realtime,8.330435694E9,2222606.9365309896,2472877.0,0.10120602984661607
asok02,EAGER-0,bwa,Lotaru-G,Realtime,2.5705994498E10,6805575.231045635,7872561.0,0.13553223264378195
asok02,EAGER-0,bwa,Lotaru-G,Realtime,1.9100037384E10,4280753.73945019,5527647.0,0.22557396674386224
asok02,EAGER-0,bwa,Lotaru-G,Realtime,1.9132169434E10,4285347.091831736,5557892.0,0.22896179129933864
asok02,EAGER-0,bwa,Lotaru-G,Realtime,1.4754556884E10,3875425.653057682,4550325.0,0.1483189325910387
asok02,EAGER-0,bwa,Lotaru-G,Realtime,1.907531498E10,4274161.880297299,5525156.0,0.22641788208381836
asok02,EAGER-0,bwa,OnlineP,Realtime,8.330435694E9,1400186.0769945453,2472877.0,0.43378256298451345
asok02,EAGER-0,bwa,OnlineP,Realtime,2.5705994498E10,4289530.645748968,7872561.0,0.4551289414271965
asok02,EAGER-0,bwa,OnlineP,Realtime,1.9100037384E10,2697750.211102013,5527647.0,0.5119532395787914
asok02,EAGER-0,bwa,OnlineP,Realtime,1.9132169434E10,2700646.102346105,5557892.0,0.5140880567045735
asok02,EAGER-0,bwa,OnlineP,Realtime,1.4754556884E10,2442210.0393789075,4550325.0,0.46328887730460844
asok02,EAGER-0,bwa,OnlineP,Realtime,1.907531498E10,2693594.3559405925,5525156.0,0.5124853749033345
asok02,EAGER-0,bwa,OnlineM,Realtime,8.330435694E9,1400186.0769945453,2472877.0,0.43378256298451345
asok02,EAGER-0,bwa,OnlineM,Realtime,2.5705994498E10,4289530.645748968,7872561.0,0.4551289414271965
asok02,EAGER-0,bwa,OnlineM,Realtime,1.9100037384E10,2697750.211102013,5527647.0,0.5119532395787914
asok02,EAGER-0,bwa,OnlineM,Realtime,1.9132169434E10,2700646.102346105,5557892.0,0.5140880567045735
asok02,EAGER-0,bwa,OnlineM,Realtime,1.4754556884E10,2442210.0393789075,4550325.0,0.46328887730460844
asok02,EAGER-0,bwa,OnlineM,Realtime,1.907531498E10,2693594.3559405925,5525156.0,0.5124853749033345
asok02,EAGER-0,bwa,Naive,Realtime,8.330435694E9,1492399.1026856762,2472877.0,0.3964927884865781
asok02,EAGER-0,bwa,Naive,Realtime,2.5705994498E10,4572029.2408559695,7872561.0,0.4192449901809628
asok02,EAGER-0,bwa,Naive,Realtime,1.9100037384E10,2875417.8180093574,5527647.0,0.4798116055512667
asok02,EAGER-0,bwa,Naive,Realtime,1.9132169434E10,2878504.425971804,5557892.0,0.48208701680928595
asok02,EAGER-0,bwa,Naive,Realtime,1.4754556884E10,2603048.359945398,4550325.0,0.427942320615473
asok02,EAGER-0,bwa,Naive,Realtime,1.907531498E10,2870988.2678119233,5525156.0,0.48037878608098605
asok02,EAGER-0,bwa,Lotaru-A,Realtime,8.330435694E9,1868270.125507867,2472877.0,0.2444953285149779
asok02,EAGER-0,bwa,Lotaru-A,Realtime,2.5705994498E10,5720603.4418769935,7872561.0,0.2733491119501019
asok02,EAGER-0,bwa,Lotaru-A,Realtime,1.9100037384E10,3598299.0040305615,5527647.0,0.3490360357615887
asok02,EAGER-0,bwa,Lotaru-A,Realtime,1.9132169434E10,3602160.0659616315,5557892.0,0.3518837598928458
asok02,EAGER-0,bwa,Lotaru-A,Realtime,1.4754556884E10,3257589.9283996187,4550325.0,0.28409730548925216
asok02,EAGER-0,bwa,Lotaru-A,Realtime,1.907531498E10,3592758.045202221,5525156.0,0.3497454107717102
asok02,EAGER-0,bwa,Perfect,Realtime,8.330435694E9,2472877.0,2472877.0,0.0
asok02,EAGER-0,bwa,Perfect,Realtime,2.5705994498E10,7872561.0,7872561.0,0.0
asok02,EAGER-0,bwa,Perfect,Realtime,1.9100037384E10,5527647.0,5527647.0,0.0
asok02,EAGER-0,bwa,Perfect,Realtime,1.9132169434E10,5557892.0,5557892.0,0.0
asok02,EAGER-0,bwa,Perfect,Realtime,1.4754556884E10,4550325.0,4550325.0,0.0
asok02,EAGER-0,bwa,Perfect,Realtime,1.907531498E10,5525156.0,5525156.0,0.0
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,8.330435694E9,2216.687460749703,2747.0,0.19305152502741066
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,2.5705994498E10,5826.840981524096,7980.0,0.26981942587417346
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,1.9100037384E10,3808.4189345499876,5021.0,0.24150190508863023
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,1.907531498E10,3809.0427753713307,4908.0,0.22391141496101657
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,1.9132169434E10,3814.5114519021636,4993.0,0.23602814902820676
asok02,EAGER-0,samtools_flagstat_after_filter,Lotaru-G,Realtime,1.4754556884E10,3565.572158740829,4562.0,0.21841907962717474
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,8.330435694E9,1384.4473787846603,2747.0,0.49601478748283206
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,2.5705994498E10,3791.832989798781,7980.0,0.524832958671832
